application_id,applicant_id,posting_id,company,role,industry,employment_type,applied_date,fit_score
J03772,A0389,P0011,회사27,Product Analyst,,신입,2025-11-08,0.574
J00274,A0030,P0198,회사22,BA (Business Analyst),게임,계약직,2025-11-08,0.451
J04642,A0483,P0057,회사11,DA (Data Analyst),헬스케어,경력,2025-11-08,0.572
J03638,A0377,P0068,회사24,BI Engineer,리테일,계약직,2025-11-08,0.388
J00013,A0003,P0185,회사11,DA (Data Analyst),물류,전환형 인턴,2025-11-08,0.045
J00738,A0078,P0067,회사25,BA (Business Analyst),미디어,전환형 인턴,2025-11-08,0.331
J00583,A0060,P0131,회사24,BI Engineer,미디어,경력,2025-11-08,0.204
J02046,A0210,P0103,회사33,DA (Data Analyst),모바일·APP,신입,2025-11-08,0.273
J04201,A0437,P0054,회사11,Growth Analyst,물류,인턴,2025-11-08,0.384
J02212,A0227,P0225,회사33,Data Scientist,헬스케어,경력,2025-11-08,0.387
J02068,A0212,P0117,회사19,BI Engineer,,신입,2025-11-08,0.346
J00594,A0062,P0128,회사26,Data Scientist,게임,경력,2025-11-09,0.531
J04718,A0490,P0084,회사20,Product Analyst,,경력,2025-11-09,0.341
J04680,A0487,P0003,회사28,BA (Business Analyst),교육,전환형 인턴,2025-11-09,0.515
J02586,A0269,P0208,회사19,DA (Data Analyst),금융,전환형 인턴,2025-11-09,0.02
J00936,A0095,P0045,회사11,Product Analyst,경영 컨설팅,인턴,2025-11-09,0.02
J02654,A0276,P0188,회사09,BI Engineer,교육,신입,2025-11-09,0.539
J00123,A0014,P0018,회사24,BI Engineer,리테일,계약직,2025-11-09,0.34
J03235,A0337,P0163,회사29,DA (Data Analyst),모바일·APP,신입,2025-11-09,0.717
J02970,A0309,P0224,회사16,Growth Analyst,,신입,2025-11-09,0.503
J00116,A0013,P0064,회사27,Growth Analyst,헬스케어,경력,2025-11-09,0.855
J03507,A0366,P0112,회사31,BI Engineer,경영 컨설팅,경력,2025-11-09,0.822
J00721,A0076,P0175,회사22,Data Scientist,금융,신입,2025-11-09,0.317
J04218,A0439,P0095,회사25,Product Analyst,물류,계약직,2025-11-09,0.684
J01818,A0181,P0155,회사19,Product Analyst,모바일·APP,신입,2025-11-09,0.622
J01153,A0119,P0227,회사02,Data Scientist,게임,신입,2025-11-09,0.754
J04464,A0466,P0101,회사18,BA (Business Analyst),,신입,2025-11-10,0.593
J04803,A0500,P0104,회사27,DA (Data Analyst),모바일·APP,신입,2025-11-10,0.401
J00680,A0071,P0164,회사31,DA (Data Analyst),금융,경력,2025-11-10,0.517
J04736,A0492,P0125,회사32,DA (Data Analyst),게임,신입,2025-11-10,0.457
J00437,A0046,P0034,회사05,BA (Business Analyst),리테일,인턴,2025-11-10,0.044
J00786,A0083,P0226,회사34,Growth Analyst,리테일,전환형 인턴,2025-11-10,0.175
J00729,A0077,P0094,회사19,BI Engineer,금융,신입,2025-11-10,0.364
J03838,A0396,P0189,회사12,Product Analyst,미디어,신입,2025-11-10,0.765
J00251,A0028,P0157,회사17,Growth Analyst,모바일·APP,전환형 인턴,2025-11-10,0.839
J04552,A0474,P0129,회사17,Growth Analyst,경영 컨설팅,신입,2025-11-10,0.517
J04017,A0416,P0045,회사11,Product Analyst,경영 컨설팅,인턴,2025-11-10,0.627
J03155,A0328,P0174,회사25,BI Engineer,금융,인턴,2025-11-10,0.06
J03724,A0384,P0035,회사19,Data Scientist,물류,인턴,2025-11-10,0.562
J02497,A0259,P0172,회사26,BI Engineer,경영 컨설팅,경력,2025-11-10,0.537
J00455,A0048,P0014,회사34,BI Engineer,금융,신입,2025-11-10,0.384
J02318,A0239,P0031,회사27,BI Engineer,물류,신입,2025-11-10,0.867
J01580,A0157,P0150,회사04,Growth Analyst,배달/배송,경력,2025-11-10,0.725
J01114,A0114,P0006,회사24,Growth Analyst,물류,신입,2025-11-10,0.308
J03940,A0410,P0172,회사26,BI Engineer,경영 컨설팅,경력,2025-11-10,0.775
J04517,A0470,P0179,회사26,Product Analyst,금융,계약직,2025-11-11,0.16
J01365,A0137,P0234,회사29,Product Analyst,,인턴,2025-11-11,0.619
J03210,A0334,P0065,회사21,BI Engineer,모바일·APP,계약직,2025-11-11,0.145
J03753,A0387,P0101,회사18,BA (Business Analyst),,신입,2025-11-11,0.598
J04533,A0472,P0106,회사16,Data Scientist,물류,신입,2025-11-11,0.568
J03228,A0336,P0143,회사23,Product Analyst,교육,인턴,2025-11-11,0.207
J01489,A0147,P0075,회사10,Product Analyst,교육,신입,2025-11-11,0.02
J02203,A0226,P0208,회사19,DA (Data Analyst),금융,전환형 인턴,2025-11-11,0.121
J01712,A0170,P0015,회사11,Data Scientist,모바일·APP,신입,2025-11-11,0.386
J04024,A0417,P0052,회사12,Data Scientist,교육,인턴,2025-11-11,0.411
J02797,A0291,P0038,회사11,Product Analyst,,신입,2025-11-11,0.68
J04743,A0493,P0201,회사33,BA (Business Analyst),물류,경력,2025-11-11,0.217
J03903,A0406,P0227,회사02,Data Scientist,게임,신입,2025-11-11,0.304
J01698,A0168,P0110,회사30,Product Analyst,배달/배송,신입,2025-11-11,0.883
J01712,A0170,P0015,회사11,Data Scientist,모바일·APP,신입,2025-11-11,0.386
J00236,A0025,P0148,회사11,DA (Data Analyst),배달/배송,인턴,2025-11-11,0.608
J03654,A0378,P0028,회사11,BI Engineer,모바일·APP,경력,2025-11-11,0.837
J00824,A0086,P0121,회사13,Growth Analyst,금융,신입,2025-11-11,0.479
J02662,A0277,P0046,회사25,Growth Analyst,미디어,전환형 인턴,2025-11-11,0.707
J04222,A0440,P0001,회사22,Product Analyst,물류,신입,2025-11-11,0.23
J00282,A0031,P0200,회사27,DA (Data Analyst),금융,신입,2025-11-11,0.571
J02919,A0302,P0061,회사11,Growth Analyst,게임,신입,2025-11-11,0.683
J02238,A0230,P0108,회사14,BA (Business Analyst),교육,경력,2025-11-11,0.271
J00955,A0097,P0220,회사22,DA (Data Analyst),리테일,인턴,2025-11-12,0.31
J04112,A0428,P0128,회사26,Data Scientist,게임,경력,2025-11-12,0.33
J03355,A0350,P0230,회사13,DA (Data Analyst),물류,경력,2025-11-12,0.748
J02531,A0263,P0131,회사24,BI Engineer,미디어,경력,2025-11-12,0.622
J03149,A0327,P0077,회사15,BA (Business Analyst),,경력,2025-11-12,0.647
J02457,A0253,P0012,회사16,Growth Analyst,금융,경력,2025-11-12,0.568
J00472,A0049,P0073,회사27,BA (Business Analyst),,인턴,2025-11-12,0.356
J04147,A0432,P0039,회사23,Product Analyst,모바일·APP,인턴,2025-11-12,0.808
J03069,A0319,P0105,회사31,Product Analyst,모바일·APP,경력,2025-11-12,0.415
J03329,A0348,P0062,회사21,Data Scientist,경영 컨설팅,경력,2025-11-12,0.61
J00655,A0068,P0075,회사10,Product Analyst,교육,신입,2025-11-12,0.766
J04546,A0473,P0209,회사19,BA (Business Analyst),금융,신입,2025-11-12,0.655
J04202,A0437,P0117,회사19,BI Engineer,,신입,2025-11-12,0.493
J01751,A0173,P0122,회사21,Product Analyst,,전환형 인턴,2025-11-12,0.245
J01322,A0135,P0146,회사21,Product Analyst,게임,경력,2025-11-12,0.218
J00308,A0033,P0218,회사15,DA (Data Analyst),미디어,신입,2025-11-12,0.115
J01452,A0144,P0136,회사12,Growth Analyst,모바일·APP,신입,2025-11-12,0.686
J00401,A0042,P0145,회사28,Growth Analyst,,신입,2025-11-13,0.713
J02047,A0210,P0144,회사12,BA (Business Analyst),배달/배송,계약직,2025-11-13,0.045
J03186,A0332,P0206,회사21,BI Engineer,,경력,2025-11-13,0.905
J03009,A0313,P0160,회사14,Data Scientist,배달/배송,전환형 인턴,2025-11-13,0.473
J04361,A0454,P0206,회사21,BI Engineer,,경력,2025-11-13,0.527
J00999,A0105,P0172,회사26,BI Engineer,경영 컨설팅,경력,2025-11-13,0.535
J02526,A0262,P0170,회사26,Growth Analyst,게임,경력,2025-11-13,0.828
J04856,A0507,P0011,회사27,Product Analyst,,신입,2025-11-13,0.624
J03986,A0413,P0101,회사18,BA (Business Analyst),,신입,2025-11-13,0.422
J02716,A0283,P0181,회사12,BA (Business Analyst),,신입,2025-11-13,0.707
J00764,A0081,P0003,회사28,BA (Business Analyst),교육,전환형 인턴,2025-11-13,0.294
J04141,A0431,P0045,회사11,Product Analyst,경영 컨설팅,인턴,2025-11-14,0.451
J04219,A0439,P0210,회사26,Growth Analyst,,신입,2025-11-14,0.888
J01033,A0107,P0110,회사30,Product Analyst,배달/배송,신입,2025-11-14,0.564
J01066,A0110,P0135,회사20,Product Analyst,,인턴,2025-11-14,0.626
J02551,A0266,P0080,회사19,Growth Analyst,게임,경력,2025-11-14,0.619
J02595,A0270,P0094,회사19,BI Engineer,금융,신입,2025-11-14,0.12
J02628,A0273,P0227,회사02,Data Scientist,게임,신입,2025-11-14,0.956
J02649,A0275,P0193,회사23,BA (Business Analyst),게임,인턴,2025-11-14,0.162
J04189,A0435,P0007,회사14,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-11-14,0.257
J01457,A0145,P0024,회사11,BI Engineer,게임,전환형 인턴,2025-11-14,0.308
J04018,A0416,P0230,회사13,DA (Data Analyst),물류,경력,2025-11-14,0.434
J04774,A0497,P0139,회사28,Growth Analyst,교육,경력,2025-11-14,0.617
J00324,A0035,P0101,회사18,BA (Business Analyst),,신입,2025-11-14,0.138
J03843,A0397,P0162,회사19,DA (Data Analyst),리테일,신입,2025-11-14,0.215
J00331,A0036,P0026,회사26,DA (Data Analyst),금융,신입,2025-11-14,0.576
J00739,A0078,P0133,회사13,Data Scientist,헬스케어,신입,2025-11-14,0.42
J00722,A0076,P0220,회사22,DA (Data Analyst),리테일,인턴,2025-11-14,0.254
J01233,A0127,P0001,회사22,Product Analyst,물류,신입,2025-11-14,0.096
J04829,A0504,P0033,회사14,BA (Business Analyst),금융,전환형 인턴,2025-11-14,0.762
J00595,A0062,P0175,회사22,Data Scientist,금융,신입,2025-11-14,0.326
J01154,A0119,P0094,회사19,BI Engineer,금융,신입,2025-11-14,0.443
J00012,A0002,P0175,회사22,Data Scientist,금융,신입,2025-11-15,0.426
J01170,A0120,P0055,회사30,BA (Business Analyst),리테일,경력,2025-11-15,0.972
J00014,A0003,P0235,회사12,Product Analyst,헬스케어,인턴,2025-11-15,0.106
J01118,A0115,P0130,회사13,Product Analyst,물류,전환형 인턴,2025-11-15,0.282
J00252,A0028,P0071,회사33,Growth Analyst,,신입,2025-11-15,0.99
J04732,A0491,P0180,회사17,DA (Data Analyst),,계약직,2025-11-15,0.692
J00584,A0060,P0049,회사30,DA (Data Analyst),물류,계약직,2025-11-15,0.317
J01581,A0157,P0180,회사17,DA (Data Analyst),,계약직,2025-11-15,0.477
J00001,A0001,P0152,회사17,BA (Business Analyst),물류,경력,2025-11-15,0.484
J04207,A0438,P0172,회사26,BI Engineer,경영 컨설팅,경력,2025-11-15,0.468
J04033,A0418,P0054,회사11,Growth Analyst,물류,인턴,2025-11-15,0.862
J03274,A0341,P0046,회사25,Growth Analyst,미디어,전환형 인턴,2025-11-15,0.598
J03773,A0389,P0160,회사14,Data Scientist,배달/배송,전환형 인턴,2025-11-15,0.446
J02161,A0220,P0157,회사17,Growth Analyst,모바일·APP,전환형 인턴,2025-11-15,0.169
J02872,A0297,P0040,회사30,BA (Business Analyst),,신입,2025-11-15,0.661
J02213,A0227,P0212,회사25,BI Engineer,모바일·APP,신입,2025-11-15,0.261
J01904,A0193,P0071,회사33,Growth Analyst,,신입,2025-11-15,0.347
J02860,A0296,P0118,회사20,BI Engineer,미디어,전환형 인턴,2025-11-15,0.473
J01673,A0166,P0089,회사19,DA (Data Analyst),모바일·APP,신입,2025-11-15,0.606
J03655,A0378,P0227,회사02,Data Scientist,게임,신입,2025-11-16,0.432
J00825,A0086,P0118,회사20,BI Engineer,미디어,전환형 인턴,2025-11-16,0.358
J01115,A0114,P0037,회사23,BA (Business Analyst),모바일·APP,경력,2025-11-16,0.377
J00870,A0089,P0213,회사19,BI Engineer,물류,신입,2025-11-16,0.422
J03767,A0388,P0082,회사27,DA (Data Analyst),헬스케어,경력,2025-11-16,0.559
J04804,A0500,P0183,회사11,Product Analyst,,인턴,2025-11-16,0.394
J03409,A0356,P0006,회사24,Growth Analyst,물류,신입,2025-11-16,0.437
J04090,A0425,P0173,회사33,DA (Data Analyst),배달/배송,계약직,2025-11-16,0.388
J01441,A0143,P0225,회사33,Data Scientist,헬스케어,경력,2025-11-16,0.889
J00803,A0085,P0191,회사22,BI Engineer,,신입,2025-11-16,0.533
J00877,A0090,P0026,회사26,DA (Data Analyst),금융,신입,2025-11-16,0.323
J04285,A0446,P0194,회사32,BI Engineer,금융,신입,2025-11-16,0.99
J03156,A0328,P0100,회사34,BI Engineer,헬스케어,계약직,2025-11-16,0.284
J02897,A0300,P0011,회사27,Product Analyst,,신입,2025-11-17,0.698
J03070,A0319,P0235,회사12,Product Analyst,헬스케어,인턴,2025-11-17,0.441
J01474,A0146,P0063,회사13,DA (Data Analyst),게임,신입,2025-11-17,0.544
J03356,A0350,P0206,회사21,BI Engineer,,경력,2025-11-17,0.402
J01644,A0163,P0187,회사19,BI Engineer,금융,경력,2025-11-17,0.754
J03683,A0380,P0238,회사25,BI Engineer,금융,전환형 인턴,2025-11-17,0.952
J02081,A0213,P0224,회사16,Growth Analyst,,신입,2025-11-17,0.649
J00105,A0012,P0123,회사20,Product Analyst,배달/배송,경력,2025-11-17,0.81
J03639,A0377,P0096,회사27,BI Engineer,,신입,2025-11-17,0.346
J02993,A0311,P0018,회사24,BI Engineer,리테일,계약직,2025-11-17,0.771
J04148,A0432,P0231,회사19,Product Analyst,금융,전환형 인턴,2025-11-17,0.615
J03081,A0320,P0166,회사24,Growth Analyst,헬스케어,신입,2025-11-17,0.987
J04575,A0477,P0054,회사11,Growth Analyst,물류,인턴,2025-11-17,0.194
J01034,A0107,P0235,회사12,Product Analyst,헬스케어,인턴,2025-11-18,0.47
J03508,A0366,P0198,회사22,BA (Business Analyst),게임,계약직,2025-11-18,0.583
J00937,A0095,P0082,회사27,DA (Data Analyst),헬스케어,경력,2025-11-18,0.02
J04104,A0427,P0166,회사24,Growth Analyst,헬스케어,신입,2025-11-18,0.436
J00853,A0088,P0126,회사16,Growth Analyst,경영 컨설팅,신입,2025-11-18,0.754
J03211,A0334,P0003,회사28,BA (Business Analyst),교육,전환형 인턴,2025-11-18,0.223
J04484,A0467,P0005,회사11,Growth Analyst,,경력,2025-11-18,0.728
J02319,A0239,P0207,회사12,Growth Analyst,게임,신입,2025-11-18,0.864
J01339,A0136,P0070,회사29,Growth Analyst,교육,계약직,2025-11-18,0.472
J02717,A0283,P0127,회사06,Product Analyst,리테일,신입,2025-11-18,0.781
J04049,A0420,P0226,회사34,Growth Analyst,리테일,전환형 인턴,2025-11-18,0.478
J04681,A0488,P0212,회사25,BI Engineer,모바일·APP,신입,2025-11-18,0.299
J04681,A0488,P0212,회사25,BI Engineer,모바일·APP,신입,2025-11-18,0.299
J01067,A0110,P0237,회사23,Data Scientist,경영 컨설팅,신입,2025-11-18,0.715
J01994,A0204,P0037,회사23,BA (Business Analyst),모바일·APP,경력,2025-11-19,0.025
J04553,A0474,P0007,회사14,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-11-19,0.305
J02254,A0231,P0096,회사27,BI Engineer,,신입,2025-11-19,0.51
J00530,A0055,P0144,회사12,BA (Business Analyst),배달/배송,계약직,2025-11-19,0.473
J04733,A0491,P0079,회사08,Growth Analyst,게임,신입,2025-11-19,0.519
J04223,A0440,P0100,회사34,BI Engineer,헬스케어,계약직,2025-11-19,0.34
J04220,A0439,P0019,회사17,Growth Analyst,모바일·APP,인턴,2025-11-19,0.879
J02329,A0240,P0003,회사28,BA (Business Analyst),교육,전환형 인턴,2025-11-19,0.291
J02964,A0308,P0026,회사26,DA (Data Analyst),금융,신입,2025-11-19,0.447
J01155,A0119,P0058,회사26,BA (Business Analyst),경영 컨설팅,계약직,2025-11-19,0.58
J03418,A0357,P0053,회사31,BA (Business Analyst),헬스케어,경력,2025-11-19,0.569
J00117,A0013,P0209,회사19,BA (Business Analyst),금융,신입,2025-11-19,0.522
J02162,A0220,P0201,회사33,BA (Business Analyst),물류,경력,2025-11-19,0.071
J04604,A0480,P0089,회사19,DA (Data Analyst),모바일·APP,신입,2025-11-19,0.62
J00994,A0104,P0073,회사27,BA (Business Analyst),,인턴,2025-11-19,0.226
J01234,A0127,P0142,회사15,BI Engineer,교육,경력,2025-11-19,0.429
J04643,A0483,P0207,회사12,Growth Analyst,게임,신입,2025-11-19,0.736
J01852,A0186,P0021,회사14,BI Engineer,경영 컨설팅,신입,2025-11-19,0.271
J04263,A0444,P0157,회사17,Growth Analyst,모바일·APP,전환형 인턴,2025-11-19,0.565
J00981,A0102,P0055,회사30,BA (Business Analyst),리테일,경력,2025-11-19,0.166
J04651,A0484,P0077,회사15,BA (Business Analyst),,경력,2025-11-19,0.193
J00956,A0097,P0109,회사32,BA (Business Analyst),배달/배송,전환형 인턴,2025-11-19,0.676
J03941,A0410,P0156,회사22,BA (Business Analyst),헬스케어,계약직,2025-11-19,0.226
J03010,A0313,P0130,회사13,Product Analyst,물류,전환형 인턴,2025-11-20,0.461
J04534,A0472,P0226,회사34,Growth Analyst,리테일,전환형 인턴,2025-11-20,0.116
J04857,A0507,P0175,회사22,Data Scientist,금융,신입,2025-11-20,0.466
J02527,A0262,P0231,회사19,Product Analyst,금융,전환형 인턴,2025-11-20,0.617
J04737,A0492,P0021,회사14,BI Engineer,경영 컨설팅,신입,2025-11-20,0.55
J04312,A0451,P0020,회사21,Data Scientist,리테일,인턴,2025-11-20,0.133
J00681,A0071,P0065,회사21,BI Engineer,모바일·APP,계약직,2025-11-20,0.586
J03236,A0337,P0069,회사34,BI Engineer,리테일,계약직,2025-11-20,0.89
J00740,A0078,P0114,회사27,Growth Analyst,모바일·APP,전환형 인턴,2025-11-20,0.668
J03754,A0387,P0148,회사11,DA (Data Analyst),배달/배송,인턴,2025-11-20,0.455
J04719,A0490,P0087,회사03,Product Analyst,헬스케어,신입,2025-11-20,0.539
J02204,A0226,P0180,회사17,DA (Data Analyst),,계약직,2025-11-20,0.569
J02458,A0253,P0155,회사19,Product Analyst,모바일·APP,신입,2025-11-20,0.636
J04465,A0466,P0068,회사24,BI Engineer,리테일,계약직,2025-11-20,0.543
J01490,A0147,P0159,회사17,Data Scientist,경영 컨설팅,신입,2025-11-20,0.208
J00590,A0061,P0196,회사11,BI Engineer,리테일,계약직,2025-11-20,0.377
J02025,A0208,P0145,회사28,Growth Analyst,,신입,2025-11-20,0.408
J02655,A0276,P0190,회사31,Growth Analyst,,전환형 인턴,2025-11-20,0.303
J01752,A0173,P0047,회사22,BI Engineer,금융,경력,2025-11-20,0.536
J00253,A0028,P0137,회사23,Product Analyst,모바일·APP,신입,2025-11-20,0.823
J04865,A0508,P0060,회사23,BI Engineer,물류,신입,2025-11-21,0.811
J02069,A0212,P0160,회사14,Data Scientist,배달/배송,전환형 인턴,2025-11-21,0.361
J03987,A0413,P0204,회사31,DA (Data Analyst),교육,인턴,2025-11-21,0.491
J02663,A0277,P0183,회사11,Product Analyst,,인턴,2025-11-21,0.02
J02587,A0269,P0056,회사20,Growth Analyst,물류,인턴,2025-11-21,0.169
J03987,A0413,P0204,회사31,DA (Data Analyst),교육,인턴,2025-11-21,0.491
J04666,A0485,P0145,회사28,Growth Analyst,,신입,2025-11-21,0.722
J04208,A0438,P0113,회사11,Data Scientist,배달/배송,전환형 인턴,2025-11-21,0.367
J01054,A0108,P0082,회사27,DA (Data Analyst),헬스케어,경력,2025-11-21,0.254
J02748,A0287,P0227,회사02,Data Scientist,게임,신입,2025-11-21,0.07
J03229,A0336,P0200,회사27,DA (Data Analyst),금융,신입,2025-11-21,0.727
J04019,A0416,P0069,회사34,BI Engineer,리테일,계약직,2025-11-21,0.504
J02479,A0257,P0111,회사29,Product Analyst,배달/배송,신입,2025-11-21,0.651
J02476,A0256,P0040,회사30,BA (Business Analyst),,신입,2025-11-21,0.354
J03725,A0384,P0018,회사24,BI Engineer,리테일,계약직,2025-11-21,0.673
J03410,A0356,P0119,회사13,Product Analyst,리테일,신입,2025-11-21,0.689
J00237,A0025,P0208,회사19,DA (Data Analyst),금융,전환형 인턴,2025-11-21,0.409
J00402,A0042,P0236,회사26,BA (Business Analyst),리테일,신입,2025-11-21,0.301
J04034,A0418,P0099,회사26,BA (Business Analyst),물류,경력,2025-11-22,0.409
J01863,A0187,P0151,회사11,Data Scientist,게임,신입,2025-11-22,0.517
J01795,A0179,P0193,회사23,BA (Business Analyst),게임,인턴,2025-11-22,0.226
J04286,A0446,P0133,회사13,Data Scientist,헬스케어,신입,2025-11-22,0.861
J03605,A0374,P0118,회사20,BI Engineer,미디어,전환형 인턴,2025-11-22,0.258
J01713,A0170,P0178,회사21,Data Scientist,물류,계약직,2025-11-22,0.669
J04025,A0417,P0146,회사21,Product Analyst,게임,경력,2025-11-22,0.628
J00826,A0086,P0064,회사27,Growth Analyst,헬스케어,경력,2025-11-22,0.588
J03187,A0332,P0139,회사28,Growth Analyst,교육,경력,2025-11-22,0.99
J03150,A0327,P0079,회사08,Growth Analyst,게임,신입,2025-11-22,0.794
J00773,A0082,P0047,회사22,BI Engineer,금융,경력,2025-11-22,0.845
J04091,A0425,P0204,회사31,DA (Data Analyst),교육,인턴,2025-11-22,0.274
J04422,A0462,P0120,회사26,DA (Data Analyst),게임,신입,2025-11-22,0.981
J01401,A0140,P0120,회사26,DA (Data Analyst),게임,신입,2025-11-22,0.449
J03294,A0342,P0186,회사17,Product Analyst,헬스케어,신입,2025-11-22,0.616
J02730,A0285,P0026,회사26,DA (Data Analyst),금융,신입,2025-11-22,0.1
J02214,A0227,P0062,회사21,Data Scientist,경영 컨설팅,경력,2025-11-22,0.435
J04149,A0432,P0001,회사22,Product Analyst,물류,신입,2025-11-22,0.509
J02718,A0283,P0227,회사02,Data Scientist,게임,신입,2025-11-22,0.156
J03904,A0406,P0203,회사17,DA (Data Analyst),물류,경력,2025-11-22,0.366
J04190,A0435,P0024,회사11,BI Engineer,게임,전환형 인턴,2025-11-22,0.02
J00585,A0060,P0126,회사16,Growth Analyst,경영 컨설팅,신입,2025-11-22,0.241
J03839,A0396,P0014,회사34,BI Engineer,금융,신입,2025-11-22,0.46
J04682,A0488,P0239,회사28,Product Analyst,모바일·APP,계약직,2025-11-23,0.304
J04644,A0483,P0132,회사21,DA (Data Analyst),금융,계약직,2025-11-23,0.599
J00938,A0095,P0055,회사30,BA (Business Analyst),리테일,경력,2025-11-23,0.02
J02362,A0243,P0033,회사14,BA (Business Analyst),금융,전환형 인턴,2025-11-23,0.419
J00656,A0068,P0219,회사27,Product Analyst,미디어,인턴,2025-11-23,0.879
J00747,A0079,P0189,회사12,Product Analyst,미디어,신입,2025-11-23,0.464
J01119,A0115,P0173,회사33,DA (Data Analyst),배달/배송,계약직,2025-11-23,0.069
J03844,A0397,P0149,회사13,DA (Data Analyst),리테일,계약직,2025-11-23,0.348
J02994,A0311,P0170,회사26,Growth Analyst,게임,경력,2025-11-23,0.867
J01068,A0110,P0009,회사20,BA (Business Analyst),물류,경력,2025-11-23,0.626
J00699,A0074,P0200,회사27,DA (Data Analyst),금융,신입,2025-11-23,0.324
J02239,A0230,P0220,회사22,DA (Data Analyst),리테일,인턴,2025-11-23,0.423
J00730,A0077,P0018,회사24,BI Engineer,리테일,계약직,2025-11-23,0.468
J01645,A0163,P0201,회사33,BA (Business Analyst),물류,경력,2025-11-23,0.561
J00438,A0046,P0102,회사24,BI Engineer,리테일,전환형 인턴,2025-11-23,0.538
J03330,A0348,P0072,회사32,DA (Data Analyst),교육,인턴,2025-11-23,0.855
J01366,A0137,P0013,회사16,Growth Analyst,헬스케어,전환형 인턴,2025-11-23,0.549
J01458,A0145,P0032,회사33,Growth Analyst,,인턴,2025-11-23,0.316
J02048,A0210,P0079,회사08,Growth Analyst,게임,신입,2025-11-23,0.308
J04518,A0470,P0009,회사20,BA (Business Analyst),물류,경력,2025-11-24,0.189
J01753,A0173,P0232,회사17,BI Engineer,물류,신입,2025-11-24,0.552
J04744,A0493,P0122,회사21,Product Analyst,,전환형 인턴,2025-11-24,0.349
J00124,A0014,P0069,회사34,BI Engineer,리테일,계약직,2025-11-24,0.11
J03325,A0347,P0083,회사22,BI Engineer,배달/배송,경력,2025-11-24,0.33
J04224,A0440,P0179,회사26,Product Analyst,금융,계약직,2025-11-24,0.077
J00275,A0030,P0010,회사14,BA (Business Analyst),배달/배송,경력,2025-11-24,0.472
J01866,A0188,P0040,회사30,BA (Business Analyst),,신입,2025-11-24,0.325
J02920,A0302,P0169,회사14,Data Scientist,리테일,경력,2025-11-24,0.825
J01491,A0147,P0065,회사21,BI Engineer,모바일·APP,계약직,2025-11-24,0.183
J04811,A0502,P0176,회사23,DA (Data Analyst),경영 컨설팅,인턴,2025-11-24,0.02
J02971,A0309,P0171,회사31,Product Analyst,경영 컨설팅,계약직,2025-11-25,0.604
J04113,A0428,P0132,회사21,DA (Data Analyst),금융,계약직,2025-11-25,0.506
J01171,A0120,P0176,회사23,DA (Data Analyst),경영 컨설팅,인턴,2025-11-25,0.688
J00456,A0048,P0213,회사19,BI Engineer,물류,신입,2025-11-25,0.485
J04485,A0467,P0206,회사21,BI Engineer,,경력,2025-11-25,0.793
J04105,A0427,P0162,회사19,DA (Data Analyst),리테일,신입,2025-11-25,0.904
J04203,A0437,P0150,회사04,Growth Analyst,배달/배송,경력,2025-11-25,0.829
J02552,A0266,P0084,회사20,Product Analyst,,경력,2025-11-25,0.99
J01995,A0204,P0017,회사20,BA (Business Analyst),헬스케어,신입,2025-11-25,0.696
J02498,A0259,P0103,회사33,DA (Data Analyst),모바일·APP,신입,2025-11-25,0.86
J02330,A0240,P0080,회사19,Growth Analyst,게임,경력,2025-11-25,0.447
J04547,A0473,P0029,회사18,Product Analyst,게임,신입,2025-11-25,0.99
J00325,A0035,P0011,회사27,Product Analyst,,신입,2025-11-25,0.476
J03774,A0389,P0022,회사29,Data Scientist,,신입,2025-11-25,0.609
J03539,A0369,P0152,회사17,BA (Business Analyst),물류,경력,2025-11-25,0.02
J03509,A0366,P0011,회사27,Product Analyst,,신입,2025-11-25,0.695
J02596,A0270,P0232,회사17,BI Engineer,물류,신입,2025-11-26,0.375
J02215,A0227,P0081,회사34,DA (Data Analyst),교육,계약직,2025-11-26,0.02
J01000,A0105,P0178,회사21,Data Scientist,물류,계약직,2025-11-26,0.252
J00765,A0081,P0103,회사33,DA (Data Analyst),모바일·APP,신입,2025-11-26,0.58
J03157,A0328,P0081,회사34,DA (Data Analyst),교육,계약직,2025-11-26,0.113
J00591,A0061,P0133,회사13,Data Scientist,헬스케어,신입,2025-11-26,0.586
J02255,A0231,P0117,회사19,BI Engineer,,신입,2025-11-26,0.031
J03230,A0336,P0211,회사11,Product Analyst,경영 컨설팅,경력,2025-11-26,0.457
J04576,A0477,P0104,회사27,DA (Data Analyst),모바일·APP,신입,2025-11-26,0.179
J02532,A0263,P0115,회사31,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-11-26,0.318
J03776,A0390,P0184,회사28,DA (Data Analyst),게임,전환형 인턴,2025-11-26,0.371
J03240,A0338,P0050,회사14,BA (Business Analyst),미디어,신입,2025-11-26,0.43
J03419,A0357,P0153,회사23,BA (Business Analyst),교육,경력,2025-11-26,0.52
J02082,A0213,P0170,회사26,Growth Analyst,게임,경력,2025-11-26,0.904
J02163,A0220,P0035,회사19,Data Scientist,물류,인턴,2025-11-26,0.056
J00774,A0082,P0041,회사33,Product Analyst,헬스케어,경력,2025-11-26,0.708
J04928,A0516,P0086,회사18,BI Engineer,교육,경력,2025-11-27,0.325
